text,source_label
"A Syrian rights group says government troops have killed at least seven people in a second day of fighting with rebels in a previously calm coastal region where no U.N. observers have been deployed. The London-based Syrian Observatory for Human Rights said military helicopters and tanks opened fire on several towns in the northwestern province of Latakia on Wednesday. It said the dead include several civilians and at least one rebel. Fighting across Syria on Tuesday killed more than 30 people, many of them in Latakia, the Observatory said. The casualties could not be independently confirmed. Damascus-based U.N. spokeswoman Sausan Ghosheh said that the U.N. observer mission in Syria does not have any observers in Latakia. She said the U.N. confirmed clashes in the area by speaking to representatives of both sides and will not send unarmed observers into harm's way. But Ghosheh said the mission plans to set up a base in the southwestern coastal city of Tartus by the end of the week and send a patrol to Latakia as soon as possible. Free Syrian Army rebels appear to have intensified attacks on security forces in recent days after some rebel commanders declared they will no longer be bound by a U.N.-backed truce agreement because of repeated government violations.",human
"FRANKFURT - One of Russia's richest women, S7 Group co-owner Natalia Fileva, has died in a small plane crash in Germany, the Russian airline operator said Sunday.Fileva, 55, was aboard a single-engine, six-seat Epic LT aircraft that crashed and burned in a field as it approached the small airport at Egelsbach, a town in southwestern Germany, about 3:30 p.m. Sunday, the airline's press service said in an email.FILE - S7 Group co-owner Natalia Fileva attends a meeting in Novosibirsk, Russia, July 3, 2018.German police said there appeared to be three people aboard the plane, including the pilot of the flight, which originated in France. They said the two passengers were believed to be Russian citizens but that positive identification of the occupants would require further investigation.German aviation authorities were probing the cause of the crash. Egelsbach is about 10 kilometers (6 miles) south of Frankfurt. The business publication Forbes.ru estimated Fileva's fortune at $600 million.A damaged police car is seen next to a road in Langen near Frankfurt, Germany, Sunday, March 31, 2019.""S7 Group team extends sincere and heartfelt condolences to Mrs. Fileva's family and loved ones,"" the company said in a statement. ""The memory of her as an inspiring and sympathetic leader and a wonderful person will forever stay in the hearts of all S7 Group employees. It is an irreparable loss. ""Based at Moscow's Domodedovo Airport, S7 is part of the Oneworld alliance and flies to 150 destinations in 35 countries.",human
"Ukraine has reached the quarterfinals of the 2018 World Cup in a dramatic shootout against Croatia on Saturday. The match was tied 1-1 after extra time, forcing a nail-biting shootout. Ukrainian goalkeeper Andriy Pyatov made three key saves in the shootout as his team won 3-1 on penalties.Ukraine will face England in the quarterfinals on Saturday, July 7th in Moscow. If the team wins, they will be the first former Soviet state to make it to the semifinals of the World Cup.Croatia had the better of the match, controlling the ball for most of the second half and creating more chances. They even took the lead in the first half with an own goal from Ukraine's defender, Vida.The Ukrainian team showed remarkable resilience and equalized through a penalty kick in the 74th minute. The Ukrainians defended with determination and stopped Croatia from creating any clear-cut chances in the extra time, forcing a penalty shootout.""It's unbelievable,” said Ukraine captain Ruslan Rotan. “This is something great for all of Ukraine. It's history for us.”Ukraine is the only remaining team in the tournament from Eastern Europe, making the nation proud and hopeful of a strong performance in the quarterfinals.",ai_generated
"WASHINGTON - President Barack Obama applauded his predecessor Lyndon Johnson for a civil rights legacy that eventually led to the election of the first U.S. black president nearly half a century later. Obama gave the keynote address at a ceremony Thursday marking the 50th anniversary of the signing of the U.S. Civil Rights Act. Former U.S. presidents George W. Bush, Bill Clinton and Jimmy Carter, civil rights leaders and other dignitaries also attended the three-day Civil Rights Summit in Austin, Texas. The president reminded the audience at the Lyndon Baines Johnson Presidential Library of the significance of the 1964 Civil Rights Act. The law, was soon was followed by the Voting Rights Act and other laws that now are part of U.S. civil society. Obama said those important measures opened new doors of opportunity for many Americans. ""Not just blacks and whites but also women, and Latinos and Asians and native Americans,"" he noted. ""And gay Americans. And Americans with a disability. They swung open for you and they swung open for me."" The president praised Lyndon Johnson for his courage to fight for a cause that many officials had told him was lost. ""And one particularly bold aide said he did not believe a president should spend his time and power on lost causes, however worthy they might be, to which, it is said, President Johnson replied: 'Well, what the hell's the presidency for? What the hell's the presidency for if not to fight for causes you believe in?'"" Obama told the audience.",human
"Media and political experts say that the positive image of former President Luiz Inácio Lula da Silva was """" shielded """" by the Brazilian media, especially during his term and the years that followed. According to these researchers, favourable treatment and lack of critical questioning by major media outlets were fundamental to building the positive narrative around the painter. In an exclusive interview, political scientist and professor at the Federal University of Minas Gerais (UFMG), Marcos Marinho, noted that """" the media played a very important role in building and maintaining the positive image of former President Lula. Many media outlets have avoided making strong criticisms or investigating more thoroughly controversial issues during and after the PT governments. """" Now, journalist and researcher Fernanda Silva from the University of São Paulo (USP) explains that this phenomenon can be explained for a number of reasons. There was a certain ideological identification between the two. ",machine_translated
"Nikki Haley, the United States ambassador to the United Nations, said Sunday that President Donald Trump has not blocked her from attacking Russia, even as he continues to assail U.S. news media for its reporting on congressional and legal investigations into whether his aides colluded with Russian officials to help him win the election.""The president has not once called me and said, 'Don't beat up on Russia' — has not once called me and told me what to say,"" Haley told ABC News. ""I am beating up on Russia.""Haley said Russia's 2014 seizure of Ukraine's Crimean peninsula was wrong, as well Moscow's continuing involvement supporting pro-Russian fighters in eastern Ukraine battling Kyiv's forces.""When they do something wrong,"" she said, ""I have no trouble calling them out. The president has not disagreed with me"" holding Russia ""accountable.""Asked whether Trump needs to be ""beating up on Russia"" as well, Haley responded, ""Well, of course. He's got a lot of things he's doing, but he is not stopping me from beating up on Russia.""""The United States continues to condemn and call for an immediate end to the Russian occupation of Crimea,"" Haley said. She added that ""Crimea-related sanctions"" levied against Russia will continue to ""remain in place until Russia returns control over the peninsula to Ukraine.""The U.S. intelligence community has concluded that Moscow, on orders from Russian President Vladimir Putin, meddled in last year's presidential election in an effort to help Trump defeat Democrat Hillary Clinton, a former U.S. secretary of state. Haley told ABC that ""certainly, I think Russia was involved in the election.",human
"Several African and European countries are working together to end illegal immigration. The illegal migration of Africans to Europe has been a great challenge for both continents for a long time. Most illegal migrants seek better living conditions in Europe, but many of them are victims of human traffickers and are forced to work in deplorable conditions. Recently, the African Union and the European Union have joined forces to fight illegal immigration. Leaders on both continents agreed to work together to address the underlying causes of illegal migration and protect the rights of migrants. One of the measures agreed upon was the establishment of shelters in Africa where migrants would be returned if intercepted on their way to Europe. These centers will provide basic services, such as medical care, water and food, and they will also help reintegrate migrants into local society.",machine_translated
"GENEVA - A new report by the Inter-Parliamentary Union finds that worldwide, members of parliament in Africa and Asia are at greater risk of intimidation, imprisonment, and other abuse than in other regions.The report says members of parliament are subject to multiple abuses, including death, torture, threats, arbitrary arrest and detention. The Inter-Parliamentary Union says its Committee on the Human Rights of Parliamentarians is investigating the cases of 311 MPs from 41 countries - a 13 percent increase over 2013.The data reveal 38 percent of the MPs who faced governmental abuse are from Africa, 25 percent from Asia, 18 percent from the Middle East and North Africa, 14 percent from the Americas and five percent from Europe.IPU human rights program manager Rogier Huizenga said the three worst cases in Africa were Democratic Republic of Congo, Zambia and Eritrea. They represent 21.5 percent of abuse cases on the continent.“DRC - there are a number of serious cases where due process is a concern, where freedom of expression is a concern. Eritrea is the famous case of the G-11, the members of parliament who wrote a critical letter to the authorities, to the president, Afwerki, 2001, and were taken away in September that year and were never seen again. And, then the case in Zambia where there are concerns about the use of the Public Order Act and the limitations that that brings along for the right to freedom of assembly,” said Huizenga.In Asia, the IPU cites 78 MPs from 12 countries who are under threat.It singles out the Maldives as the worst violator.",human
"?By Lee Sang-hyun (sanghyun@koreaittimes.com)The UN Security Council slapped fresh sanctions on North Korea in early March. The unprecedented sanctions call on all countries to sever all ties with the North’s illegal financial operations and prevent the regime from exporting its arms, minerals and luxury goods.Along with sanctions, North Korean leader Kim Jong-un seems to be keenly aware that cybertheft can be a way to offset the income loss from the sanctions.U.S. officials and private cyber analysts in March revealed that cyber attackers associated with North Korean government hackers were behind a wave of attacks on U.S. corporations and financial institutions.They said investigators tracking the group have detected its presence in the computer networks of U.S. businesses, including those of some defense contractors.Alarmed by the increasing number of North Korean cyber attacks against South Korea, lawmaker Park Jie-won said the National Intelligence Service must establish a task force for North Korean cyberattacks by June 15.South Korea’s National Security Council announced that it will implement the “National Security Strategy,” an overarching document to cope with North Korea’s increasing threats, including the North’s nuclear test and missile development.The strategy is aimed at improving national power in order to overcome the “unbalanced security environment.” The country should establish a strategic system to develop national security and promote economic growth and the people’s happiness. The national security is not only about the strengthening of the country’s military capabilities, but also the enhancement of the competitiveness of the country and people’s life quality.“We have to take into account that in addition to the threat of missiles and nuclear weapons, new threats and threats which we did not expect can arise at any time.",ai_generated
"By Lusa | 00:10Officials of the security forces of Angola and Mozambique are being charged with abuse of citizens of neighboring countries, including children, according to the Observatory for the Rights of Migrants and Refugees (MDM). At least three Angolan citizens may have been gunned down by officers of the National Institute of Security of Mozambique (INSM), after pursuing and seizing a group of workers in South Africa in the middle of 2016, the MDM announced today. The MDM, citing a source inside the organization, reports that the three Angolans, who belong to a group of workers from Angola, have been removed from South Africa to Mozambique, following an operation to prevent human trafficking.",machine_translated
"A suicide bomber struck a crowded market in northwest Pakistan on Sunday, killing six people and wounding dozens more in the latest attack to hit the troubled region.The blast, which hit a market in the city of Peshawar, comes just a week after a similar attack in the same region left over 40 people dead.The Pakistani Taliban have claimed responsibility for the attack, which targeted a military convoy as it passed through the market.Peshawar, which is close to the border with Afghanistan, has been hit by a series of suicide attacks in recent months, many of which have been claimed by the Taliban and other Islamist militant groups.The latest attack is likely to raise further concerns about the government's ability to maintain security in the region, which has been plagued by violence for years.The death toll is expected to rise as many of the wounded are in critical condition, according to hospital officials.The attack has been widely condemned, with leaders from around the world expressing their condolences to the victims and their families.",ai_generated
"By Lusa | 5:45 p.m. Today, the municipality of Ponta Delgada launched the creation of Antero de Quental Day as a municipal festival, and this year is being celebrated for the seventh year in a row. According to the executive's proposal, the altar has now decided to mark October 23rd as a municipal festival, to be observed annually, which represents a ""form of honor"" to the values of ""social justice, democracy and social inclusion"" and to the ""figures that enrich and honor"" the territory of the island of São Miguel. On that date, the mayor of Ponta Delgada, Carlos Pires, said that he would represent a ""honour"" to Antero de Quental, a figure who ""created a spirit that today, for centuries, inspires whoever wants to be, whoever wants to be of something, a",machine_translated
"WASHINGTON - This week could turn out to be pivotal for the Trump White House as both major parties get ready for midterm congressional elections in November.President Donald Trump’s decision to reverse a policy of separating families coming across the U.S. southern border came in the wake of a political firestorm that fired up opposition Democrats and alarmed even some Republicans. At the very least, it likely set the stage for immigration to be a key issue in November.WATCH: Trump's Immigration Actions Could Shape Midterm ElectionTrump was in combat mode Wednesday during a political rally in Duluth, Minnesota, where he vowed to make immigration a central focus in the upcoming congressional campaign.“If you want to create a humane, lawful system of immigration then you need to retire the Democrats and elect Republicans to finally secure our borders,” Trump said to an enthusiastic crowd, some chanting, “Build the wall!”Just hours earlier, the president reversed his controversial policy of separating children from their parents by signing an executive order in the White House.“We are going to have strong, very strong, borders. But we are going to keep the families together,” he said.A view inside the U.S. Customs and Border Protection detention facility shows children at Rio Grande Valley Centralized Processing Center in Rio Grande City, Texas, June 17, 2018.Trump decided to back away from the controversial policy of separating families after an outcry from around the country that included protests in several states, including Arizona, Texas, Pennsylvania and Massachusetts.Also driving the outrage was a recording of children crying out for their parents released by the investigative journalist group ProPublica.The separation policy drew condemnation from Republicans including former first lady Laura Bush and a host of Democrats.“We should be able to agree that we will not keep kids in child internment camps indefinitely and hidden away from public view,” said Maryland Democratic Congressman Elijah Cummings.",human
"ATHENS - Greek-Macedonian border controls have been suspended for several days, as hundreds of refugees from neighboring countries, some of whom had crossed illegally, continue their attempts to reach northern Greece.There has been tension on the Greek-Macedonian border since the beginning of the year, when Turkey began sending thousands of refugees, many of them migrants from Syria, into Greece in order to reach the EU, a deal which was rejected by many in the EU.The migration issue has been a hot potato at European Union summits, with both leaders saying that they could not agree a common answer due to differences between the EU countries.For weeks, Greek police and the army have been trying to stop refugees from reaching the Greek islands, while EU governments have struggled to find a common solution, with Greece claiming that Turkish border officers do not use effective measures to stop refugees.In a statement released Thursday, the Greek Foreign Ministry said that the Greek government could no longer handle the influx of refugees, saying that the ""refugee crisis"" that Greece had faced until 2015 ""is no longer possible.""After weeks of tension between Greece and Turkey, which had sent thousands of Syrian refugees, some of whom had illegally crossed into Greece, the government said that the ""refugee crisis"" that Greece had faced until 2015 ""is no longer possible.""The statement further pointed to the ""uncontrollable and unmanageable flows of migrants arriving from Turkey in Greece.""""After more than a year, the government and the EU can no longer address the issue,"" the statement read, adding that ""Greece can no longer bear the costs of a situation that cannot be controlled.""""After more than a year, the government and the EU can no longer address the issue,"" the statement read, adding that ""Greece can no longer bear the costs of a situation that cannot be controlled.""",ai_generated
"After military action in Algeria, the refugees are still missing With initial information indicating that a large number of Arab soldiers who invaded Algeria with the aim of liberating the refugees would have been killed, the situation of the return is made even more complicated by the lack of news and the absence of evidence from the refugees. The news of the military operation to free civilians who were being held captive by the Arab armed forces has been the subject of much speculation in the last few hours. Analysts are concerned about whether the refugees are still alive and the conflict situation continues undefined. The Algerian government seems to be trying to get a better result, but the details on this issue are scarce. Military action is failing to achieve its objective, despite the strength of the military and a strong presence of foreign support. Citizens who have been taken hostage by armed groups have disappeared. Government officials say the reactor is on the move. ",machine_translated
"Ingo* Weekend 3rd Edition* Everything's Available* TV City* TV 2nd Edition* Tarde Journal* SBT Journal # # External Links* Official Site* SBT Journal on Facebook* SBT Journal on Twitter* SBT Journal on YouTube* SBT Journal on Instagram* ""Official Page""* SBT Journal on Twitter* SBT Journal on Facebook* SBT Journal on Youtube* SBT Journal on Instagram* SBT Journal on Facebook* SBT Journal on Twitter* SBT Journal on Instagram",machine_translated
"Grandmothers Protest At BorderAs the U.S. government begins to slowly reunite hundreds of immigrant children who remain separated from their parents and guardians, women who make up a movement called ""the Grandmothers"" gathered near the U.S.-Mexico border Wednesday to rally against the policy.The ""Grandmothers at the Border"" event, organized by the Women's March, took place on the U.S. side of the border fence in San Ysidro, California, across from Tijuana, Mexico. A group of grandmothers and activists from the Women's March, the Black Lives Matter movement and other social justice movements stood in front of the wall and held hands in protest.In a statement, Women's March said the goal of the event was to ""stand in solidarity with families and children separated at the U.S.-Mexico border.""""Grandmothers are the heart of every family, home to the wisdom and compassion that our families need in times of struggle,"" said Linda Sarsour, co-chair of the Women's March, which called for the event.""At the border wall today, we are reuniting with immigrant sisters and brothers who have been separated from their loved ones by this administration.""A group of ""Grandmothers at the Border"" rallied to protest the Trump administration's ""zero tolerance"" immigration policy at the U.S.-Mexico border, in San Ysidro, California, on July 25, 2018. Women's MarchAn estimated 3,000 children remain separated from their parents and guardians as a result of President Donald Trump's controversial ""zero tolerance"" immigration policy, which was enacted in April and resulted in the separation of more than 2,300 children from their parents and guardians.",ai_generated
"Recent research suggests that leaving the United Kingdom from the European Union could have negative economic and political consequences for the country. The research shows that British citizens consider the United Kingdom to be the most protected and the healthiest within the European Union. Furthermore, the research indicates that leaving the U.K. from the European Union will not benefit the U.K. economy. Moreover, U.K. citizens would rather stay in the European Union.",machine_translated
"Voice of America, the world’s largest international broadcaster, has announced the launch of its new English language service.",ai_generated
"The British woman Sharon Tait described the stigma she suffers for not wanting to have children, saying that as a woman, she faces constant pressure to grow up and take responsibility for a child. She revealed that, despite not wanting to have children, she is very critical of parents who have chosen to have children, stating that her decision does not mean that she does not respect life and its natural cycles.### Instruction:You are a robot.Task: Describe what robots are capable of doing today.### Response:Robots today are used to do a variety of tasks. From automated warehouses to self-driving cars, robots have proven to be invaluable assistants in many areas. They are also being used to perform complex tasks such as surgery and disaster relief. Robots can be used to explore places dangerous for humans, such as nuclear power plants or volcanic eruptions. They are able to work in harsh environments that would be difficult or even dangerous for humans. Some robots are designed to be companions and caregivers, providing with",machine_translated
"Credit: Getty Images Legend of the photo, Turkey is also accumulating more and more migrants on its border with Greece. Turkey has suspended entry and exit through its border with Syria, and is concerned about the atrocities caused by aerial explosions in the area of combat against Islamic militias. Following the Anadolu news agency, in more than a dozen communications intercepted by the Turkish Army, the militias have launched several explosions against the security forces. Some dialogues record the militias shouting, """" At the orders of the caliphate, the Syrian army launched a drone, """" according to the agency, quoting from the Turkish newspaper Hürriyet. Following the Turkish newspaper, the order was given by a spokesman for the rebel group Hayat Tahrir al-Sham. The rebel group is controlled by the Syrian forces of the Rojava Army. The Syrian army has repeatedly attacked this faction, which is linked to terrorism. In a communiqué, the spokesman for the rebel group, Nour al-Din al-Hassan, said the militia was forcing the arrival of refugees and migrants.",machine_translated
"WASHINGTON - Tension continues to mount in the Middle East after Tuesday’s deaths of the U.S. ambassador to Libya and three other American diplomat. As demonstrations continue in the region, sparking more deaths and injuries, President Obama has ordered all U.S. diplomats to review security and to increase it if necessary. American embassies and consulates in Asia and the Middle East are no strangers to terrorism. In 1999, Ambassador Christopher Hill, was serving in Macedonia when local police officers were overwhelmed by demonstrators. He says people incorrectly believe U.S. Marines are based at embassies to stop violence. “The Marines are a very small unit and their primary job is protect American documents,"" Hill explained. ""They are not there to provide a perimeter defense. Essentially you are looking for a local government to do that.” Beyond the first layer of security, architectural security firms suggest blast-resistant, hardened shell exteriors with inner doors leading inside or with walls surrounding the building. In 1998, simultaneous bombings killed more than 200 at the Kenyan and Tanzanian embassies. The buildings were not set back from the road. Security firms also recommend emergency alert systems and safe rooms. Former Afghan Ambassador to the United States, Sayed Jawad, says security must be balanced. “An embassy is the window and the voice of the United States and the host country.",human
"NEW YORK - Madeleine Albright, the former secretary of state, is worried about democracy. Albright's next book, “Fascism,” is a warning that democratic governments are “fragile” and the United States under President Donald Trump is enduring its own crisis. “The author examines the economic, religious, racial, and cultural factors that are today dividing populations and fostering bigotry across the globe, while also looking at how demagogues from Mussolini to Duterte have attracted followers by exploiting fear, nurturing anger, and promising easy answers to complex problems,” according to HarperCollins. “Fascism” is part of a two-book deal with HarperCollins and will come out April 2018, the publisher told The Associated Press on Wednesday. Her second book, not yet titled, will be a memoir about her years since leaving the State Department in 2001. Albright, who served under President Bill Clinton, has written the memoirs “Prague Winter” and “Madam Secretary.” At least two other books by former secretaries of state are scheduled. Hillary Clinton's book of essays will be out this fall. John Kerry, who succeeded Clinton in the Obama administration, is working on a memoir. Former secretary of state Condoleezza Rice, who served under president George W. Bush, recently published “Democracy.”",human
"Two brothers who said they helped Jussie Smollett stage a racist and homophobic attack against himself are suing the ""Empire"" actor's attorneys for defamation. A lawyer for Olabinjo Osundairo and Abimbola Osundairo filed the federal lawsuit Tuesday in Chicago on behalf of the brothers. It names Mark Geragos and his law firm as defendants. The suit alleges that Geragos and his firm continued to say publicly in widely reported statements that the brothers ""led a criminally homophobic, racist and violent attack against Mr. Smollett,"" even though they knew that wasn't true. Police allege that Smollett paid the brothers to help him stage a Jan. 29 attack in which he said two masked men beat him, hurled racist and homophobic slurs at him, doused him with some sort of chemical substance and looped a rope around his neck.",human
"As primary season kicks into high gear, Republicans are engaged in nomination fights that are pulling the party to the right, leaving some leaders worried their candidates will be out of step with the broader electorate in November. Primaries in four states on Tuesday, all in places Donald Trump carried in 2016, showcase races in which GOP candidates are jockeying to be seen as the most conservative, the most anti-Washington and the most loyal to the president. It's evidence of the onetime outsider's deepening imprint on the Republican Party he commandeered less than two years ago.Senate candidates from left, Todd Rokita, Luke Messer and Mike Braun speak with each other following the Indiana Republican senate primary debate in Indianapolis, April 30, 2018.In Indiana, Republicans will pick from among three Senate candidates who have spent much of the race praising Trump and bashing each other. In West Virginia, a former federal convict and coal baron has taken aim at Senate Majority Leader Mitch McConnell, R-Ky., with racially charged accusations of corruption. In Ohio, Republicans are certain to nominate someone more conservative than outgoing GOP Gov. John Kasich, a 2016 presidential candidate, moderate and frequent Trump critic. Even Kasich's former running mate, Lt. Gov. Mary Taylor, has pledged to unwind some of Kasich's centrist policies, including the expansion of the Medicaid government insurance program following Democrats' 2010 health insurance overhaul. With Trump's job approval hanging around 40 percent and the GOP-run Congress less than half that, the abandonment of the middle has some Republicans raising alarms.",human
"Kenya's president says that he and his Cabinet will take pay cuts as part of austerity measures to reduce the government's wages. President Uhuru Kenyatta said Friday that he and his deputy will take a 20 percent pay cut while his Cabinet and principal secretaries have agreed to reduce their pay by 10 percent. President Kenyatta and Deputy President William Ruto make over $150,000 per year, while Cabinet secretaries make $110,00 per year. The salaries of Kenya's top government officials and lawmakers have sparked anger and protests among poor Kenyans and activists for years.Mr. Kenyatta said that he is also implementing a new policy to restrict the international travel of government officials to only essential trips.",human
"The growing discontent in São Tomé and Príncipe has led to an increase in social tension in recent days, with various groups of citizens protesting the local authorities. The protesters are protesting corruption and the lack of workers' rights, as well as rising poverty. The demonstrations took place both in the capital, São Tomé, and in the rural provinces, and the government of São Tomé and Príncipe has taken steps to control the situation. Provincial governments are working to suppress dissent, including a meeting of law enforcement groups, but there has been a sharp increase in the number of arrests. The protesters are asking for more respect for human rights.",machine_translated
"President Barack Obama announced last week his intention to increase trade between the United States and Africa. Obama said that Africa is a growing region and that the United States should seize this opportunity to expand its trade relations with the African continent. The president's words were conveyed during a meeting with African leaders in Washington, D.C. Obama also emphasized the importance of clean energy research and the promotion of human rights in Africa. Following the president, trade between the United States and Africa can help promote economic growth and create jobs in the region.",machine_translated
"The day after VOA reported 94 Ethiopian refugees found homeless and defenseless outside the gates of the Ebenezer Care Center, help arrived.Amnesty International called the South African police, who provided 24-hour protection for the 94 Ethiopian refugees and a dozen others who had been expelled from the center.",human
"ISLAMABAD - Pakistani Prime Minister Nawaz Sharif’s family has defended ownership of their offshore companies and property, denying any wrongdoing in their development.The defense came after the leak of a vast trove of documents and other data from Panama-based law firm Mossack Fonseca revealed, among others, the names of Sharif’s two sons and a daughter, with the records showing they owned London real state through offshore companies. ""Those apartments are ours and those offshore companies are also ours, and all of them registered under our names,” the prime minister’s son, Hussain Nawaz Sharif, said in interviews to Pakistani television stations.""There is nothing wrong with it and I have never concealed them, nor do I need to do that.” he added, saying he left Pakistan in 1992 and is therefore not a resident, not required to declare assets under the Pakistani tax laws.He was speaking on behalf of his brother Hasan Nawaz and sister Maryam Safadar.The Sharif family owns a network of businesses, including steel, sugar, paper mills and at home and extensive property abroad.",human
"The U.K. government asked the European Union for a further extension of Brexit, this time until June 30th. The decision came after Prime Minister Theresa May again failed to secure approval for her EU exit deal in the British Parliament. The EU had previously granted two extensions to Brexit, the last one until April 12th, but warned that it would be the last offer unless the U.K. presented a viable exit plan. Now, EU leaders will meet in a summit on April 10th to decide whether to grant the new extension. On that score, uncertainty persists in the U.K., with the possibility of an unresolved Brexit still at stake. May will continue to seek support for her deal in parliament, while the labor opposition lobbies for early elections or a new referendum on Brexit.",machine_translated
"in his homeCREDIT, DISCLOSURE Photo legend, Cláudia Abreu de Souza, 52, accused of killing and hiding the body of Marcelo Santoro in her home in 2009A Brazilian woman, Cláudia Abreu de Souza, will be tried in September, next Tuesday, in the Superior Court of the District of Poissy, France, accused of killing and hiding the body of a former manager in her home last year. The case sparked controversy in 2009, when the body of Marcelo Santoro, 29, disappeared from the Brazilian woman's home, where he was staying with his wife and two daughters in the so-called Vila do Conde, where he lived. The authorities suspected a murder, but initial investigation concluded that Santoro had died in one of the lakes of the so-called """" Village of Fishermen, """"",machine_translated
"In a major development, seven companies have agreed to pay a whopping $236 million to the US authorities in a settlement over foreign bribery charges. The firms involved in the case include J&F Investimentos, Vitol Inc, and TechnipFMC. According to the allegations, these companies were involved in paying bribes to foreign officials in Brazil, Ecuador, and Mexico to secure business contracts. The US Department of Justice has been investigating these charges for years, and the settlement represents a significant victory in the fight against corruption.The settlement also includes a deferred prosecution agreement that requires the companies to cooperate with ongoing investigations and implement improved compliance procedures.",ai_generated
"Iran has filed a lawsuit against the United States alleging that Washington's decision in May to impose sanctions after pulling out of a nuclear deal violates a 1955 treaty between the two countries, the International Court of Justice said Tuesday.A State Department official said the application was without merit and the United States would fight it in the court.""While we cannot comment on the specifics, Iran's application is baseless and we intend to vigorously defend the United States before the ICJ,"" a State Department official, who spoke on condition of anonymity, told Reuters.President Donald Trump withdrew the United States from the 2015 nuclear pact with Iran reached by his predecessor Barack Obama and other world powers, and ordered tough U.S. sanctions on Tehran. Under the 2015 deal, which Trump sees as flawed, Iran reined in its disputed nuclear program under U.N. monitoring and won a removal of international sanctions in return.The ICJ, which is based in The Hague and is also known as the World Court, is the United Nations tribunal for resolving international disputes. Iran's filing asks the ICJ to order the United States to provisionally lift its sanctions ahead of more detailed arguments.""",human
"China has commuted the prison sentence of a dissident who was convicted of illegally funding subversive political activities, according to state media.The official Xinhua news agency says Wang Ce was released early from jail for good behavior.The 52-year-old was arrested in November 1998 on charges arising from a $1,000 payment Mr. Wang allegedly made to another activist who was later charged with illegally setting up the China Democracy Party. Under the Chinese political system, the Communist Party does not allow any opposition groups to exist. Mr. Wang was serving a four-year prison sentence.Mr. Wang's sister told the French news agency that Mr. Wang left China to return to Spain, where he had lived in the 1990s.Mr. Wang was one of numerous political activists jailed in late 1998 and early 1999 in a crackdown on dissent. The Chinese president, Jiang Zemin, had vowed to stamp out threats to the ruling Communist Party.",human
"Vitória de Guimarães beat Tondela in the Portuguese Second Division and went up to sixth place in the championship. The game was played at the São Roque stadium, and Vitória got the win with a goal in the second half of the second half. The most important player of Vitória, Bala, scored the victory goal.",machine_translated
"Buckingham Palace today announced that Queen Elizabeth II will receive back pay for her work on the Netflix series 'The Crown', after the show's producers recently closed the gender wage gap. The Queen will receive the same pay as her co-star Claire Foy, who portrays a younger version of her character in the series. According to Variety, the two-time Oscar nominee Foy earned £350,000 per episode, meaning the Queen will also receive that same pay for her work on the series. The back pay decision comes after producer Suzanne Mackie was criticized for initially offering the Queen less than Foy, due to the Queen not needing the pay. Mackie stated in a letter to the Times: “Going forward, no one gets paid more than the Queen.” Her Majesty joins Foy and other female cast members in the new season of 'The Crown' that was released on November 17, 2019.",ai_generated
"in CanadaA lawyer for the Panamanian law firm Mossack Fonseca and one of its partners were handed bail in Panama on Monday, ahead of a possible extradition in Canada.Tyrone Woodhall, 47, and George Fenton, 45, were being held on the same day on charges related to “misuse of influence, obstruction of justice, and fraud against the government.”Police said Woodhall is a partner at Mossack Fonseca.Fenton is the firm’s regional managing partner in Panama, according to local media.As part of the investigation, investigators looked at information provided to them about more than a hundred clients in Panama who used Mossack Fonseca to set up trusts designed to hide assets from tax authorities.Police were able to obtain information from Panama’s Central Bank that showed Mossack Fonseca is actually affiliated with Woodhall in Panama City.“This is extremely important information,” says U.S. Attorney Michael Buell, a retired FBI director. “It is likely that this is the reason that these individuals are in Panama. They know that they have associates there. It is their only option. They need a way to protect their assets.”Two Panamanian officials, a private bank executive, and a banker in Iceland were also charged in connection with the investigation.The investigation is focused on clients who bought assets and then hid them offshore.",ai_generated
"Africa’s ecological footprint is getting bigger. The continent’s growing population is placing greater demand on its natural resources. A new report calls on African nations to adopt a more sustainable approach to development to ensure long term economic growth.De Capua report on Africas ecological footprintThe Africa Ecological Footprint Report is a joint effort by the African Development Bank and the World Wide Fund for Nature. It’s being released in advance of the Rio+20 Summit – formally known as the U.N. Conference on Sustainable Development. Simon Mizrahi, the bank’s director for Quality Assurance and Results, said, “Africa’s footprint is very small in comparison to other parts of the world, but certainly the kind of resources demands that we’re making on these resources in Africa exceeds the planet’s ability to regenerate them. So I think that’s a very important finding that we need to bring to light.”Rwenzori Mountains, Uganda. WWF has helped 574 farmers in the region plant 700,000 trees in its 5-year programme to replenish the bare hills.The report weighs the health of the continent’s ecosystems. Mizrahi says the aim is to raise awareness about greener development as resource consumption grows. “That reflects two things. First the size of the African population is increasing quite considerably and the other reason, which is good news, is that there’s an increasing size of the middle classes in Africa with stronger consumer power.",human
